val_mr_3s,val_mr,val_min_fde_3s,val_min_fde,val_min_ade_3s,val_min_ade,val_loss,eval_dataset,train_dataset
0.107666,0.201608,0.770962,1.776613,0.370849,0.783208,22.734213,nuscenes,ind
0.19509,0.70331,1.356841,3.432194,0.591753,1.614845,19.892393,nuscenes,interact
0.072257,0.138507,0.559997,1.202246,0.283372,0.548869,9.164523,nuscenes,lyft
0.05002,0.113184,0.442153,0.810363,0.238358,0.4108,3.900821,nuscenes,nuscenes
0.147641,0.201891,1.214655,2.906341,0.515196,1.211048,13.517988,nuscenes,opendd
0.129864,0.214009,0.889538,1.973424,0.410169,0.878193,22.756474,nuscenes,round
0.104305,0.167201,0.744675,1.751075,0.352532,0.75916,12.080108,nuscenes,sind
0.115946,0.193156,0.870283,1.927774,0.413822,0.858014,23.843699,nuscenes,unid
0.189402,0.304158,2.327023,4.606951,1.185503,2.228641,22.127193,nuscenes,univ
0.11437,0.215805,0.901333,2.078087,0.424776,0.90006,15.347491,nuscenes,us101
0.150079,0.802384,1.112445,4.158138,0.546144,1.901684,18.365829,nuscenes,vod
0.092967,0.160431,0.678444,1.278592,0.380592,0.644594,13.731757,nuscenes,waymo
0.187334,0.311572,2.142319,4.246249,1.11088,2.051633,21.700228,nuscenes,zara1
0.204273,0.344026,2.64238,5.267297,1.307708,2.506849,25.115589,nuscenes,zara2
0.68234,0.827481,4.493645,10.649419,1.764342,3.937591,112.268074,opendd,a43
0.513295,0.640755,3.07727,7.061875,1.199844,2.66681,60.596901,opendd,ad4che
0.572548,0.878089,3.444541,9.25284,1.54124,3.470868,31.8493,opendd,apollo
0.620091,0.6505,3.294132,6.488801,1.272539,2.523776,21.187841,opendd,argoverse
0.266603,0.47618,1.57366,3.629072,0.672637,1.373903,13.650297,opendd,av2
0.759782,0.82662,9.481395,15.157695,4.686065,7.364653,78.011734,opendd,eth
0.546005,0.703564,3.542347,7.878203,1.381231,3.039985,50.527588,opendd,exid
0.53563,0.656893,3.422765,7.379799,1.35482,2.859041,44.754623,opendd,highd
0.734666,0.808723,7.22681,11.733413,3.518421,5.536643,45.285118,opendd,hotel
0.571692,0.681182,4.408215,7.914495,2.035317,3.533541,41.02198,opendd,i80
0.456432,0.635514,2.591586,6.127669,0.982714,2.254208,27.566725,opendd,ind
0.662155,0.789307,3.590192,6.768267,1.492008,2.802485,31.835573,opendd,interact
0.349694,0.51451,2.180621,5.260093,0.831915,1.89337,15.123745,opendd,lyft
0.381419,0.560483,2.201387,5.041417,0.906808,1.867841,15.966615,opendd,nuscenes
0.01472,0.055992,0.515279,0.755107,0.256845,0.397681,3.149958,opendd,opendd
0.410551,0.613801,2.174553,4.462999,0.905306,1.777861,21.926603,opendd,round
0.463838,0.609015,2.588444,5.646469,1.076298,2.207133,26.495136,opendd,sind
0.537737,0.688127,3.246739,7.317427,1.225449,2.70914,40.908302,opendd,unid
0.739607,0.812547,7.116024,12.156792,3.380916,5.655888,51.456623,opendd,univ
0.554873,0.674244,3.963509,7.553171,1.749518,3.221417,40.359028,opendd,us101
0.636594,0.894646,3.898335,9.328202,1.727736,3.693599,31.11718,opendd,vod
0.365316,0.530539,1.985309,3.738764,1.129953,1.754464,15.638271,opendd,waymo
0.73686,0.816698,7.169131,11.519899,3.51908,5.551418,50.739689,opendd,zara1
0.770807,0.848799,8.342723,13.690387,3.948314,6.477676,56.450363,opendd,zara2
0.770968,0.852408,5.435697,11.306928,2.196695,4.456069,135.18251,round,a43
0.656169,0.724564,4.400147,10.107377,1.657835,3.718401,80.927475,round,ad4che
0.706648,0.90001,4.670623,10.856096,2.041711,4.151466,36.033348,round,apollo
0.685718,0.742386,3.960233,8.966388,1.511534,3.168409,25.624857,round,argoverse
0.386485,0.559895,2.046934,4.54439,0.846512,1.693296,14.165387,round,av2
0.814136,0.85263,11.795616,18.757853,5.771265,9.024804,99.686668,round,eth
0.656708,0.73071,5.091067,11.121839,1.999804,4.300417,44.706383,round,exid
0.663873,0.731403,4.73557,9.962521,1.842431,3.849312,56.179218,round,highd
0.79919,0.839285,8.868081,13.994069,4.249747,6.610614,50.767132,round,hotel
0.667409,0.735598,6.54933,11.456938,2.979195,5.134534,55.498276,round,i80
0.515947,0.654979,3.132815,8.335138,1.013355,2.717314,25.525482,round,ind
0.648773,0.814059,3.589967,6.626492,1.481697,2.701426,34.612827,round,interact
0.614276,0.704919,3.928783,8.019176,1.516343,3.069118,27.712105,round,lyft
0.538649,0.685975,3.320432,7.30246,1.372181,2.646199,21.685291,round,nuscenes
0.46802,0.61901,3.011579,6.412272,1.149971,2.435396,29.961163,round,opendd
0.010914,0.060049,0.459355,0.742715,0.209236,0.359542,2.122928,round,round
0.486432,0.661143,2.723042,6.571031,0.941365,2.217498,25.757605,round,sind
0.606487,0.725291,3.708212,8.60833,1.343139,3.04359,34.615582,round,unid
0.81435,0.853187,9.327124,15.789097,4.399549,7.316145,65.589882,round,univ
0.656674,0.737781,5.64833,10.729526,2.434968,4.504668,52.258492,round,us101
0.762956,0.910017,5.704784,10.495993,2.536933,4.526152,34.68364,round,vod
0.545291,0.669703,3.110824,5.947135,1.76792,2.75506,15.461407,round,waymo
0.810481,0.854128,9.634058,14.979587,4.698392,7.313469,62.248859,round,zara1
0.820539,0.862081,10.791166,17.649876,5.081452,8.281845,72.542381,round,zara2
0.687814,0.793007,4.280011,9.770009,1.926453,3.867355,75.659698,sind,a43
0.135311,0.215564,0.827085,1.63289,0.385415,0.697742,17.234604,sind,ad4che
0.190457,0.889284,1.32883,4.523934,0.621066,1.644492,18.402849,sind,apollo
0.201409,0.259452,1.070902,2.128724,0.442303,0.860132,12.397993,sind,argoverse
0.038127,0.122315,0.413907,0.829107,0.194133,0.349912,17.61688,sind,av2
0.331149,0.37719,3.98077,6.441895,2.001933,3.164245,34.873676,sind,eth
0.131145,0.234499,0.939265,1.956179,0.428046,0.808852,34.761467,sind,exid
0.113794,0.193566,0.821222,1.645124,0.385343,0.703968,13.155869,sind,highd
0.313256,0.36655,3.147024,5.176331,1.552075,2.493203,24.596455,sind,hotel
0.168769,0.238406,1.28966,2.315278,0.600867,1.019032,15.538369,sind,i80
0.086758,0.214593,0.63503,1.508693,0.277848,0.57397,28.704866,sind,ind
0.332519,0.804718,1.867,3.353381,0.748147,1.486992,24.00713,sind,interact
0.056718,0.13493,0.503345,0.949157,0.24088,0.420132,1.239242,sind,lyft
0.079778,0.153993,0.606622,1.148695,0.294941,0.507531,3.131967,sind,nuscenes
0.199017,0.282123,1.157199,2.371405,0.454281,0.931797,7.717454,sind,opendd
0.119873,0.240782,0.75102,1.632,0.318669,0.641326,24.643038,sind,round
0.007785,0.037572,0.252156,0.40838,0.111669,0.193835,-1.928903,sind,sind
0.105252,0.224327,0.695716,1.624373,0.288414,0.610908,32.389637,sind,unid
0.312776,0.371124,3.25192,5.187313,1.592785,2.607263,25.55456,sind,univ
0.146655,0.218727,1.08345,2.116178,0.48976,0.884414,20.399059,sind,us101
0.250832,0.922552,1.593754,5.168018,0.747906,2.020306,20.937248,sind,vod
0.106989,0.168254,0.686873,1.099967,0.404837,0.580319,6.912555,sind,waymo
0.311809,0.37015,2.988108,4.96364,1.499794,2.423825,25.487402,sind,zara1
0.338029,0.400183,3.622678,5.942649,1.740715,2.871964,27.584557,sind,zara2
0.308171,0.576572,1.876549,4.859376,0.798243,1.760345,22.259615,unid,a43
0.021201,0.088499,0.488457,0.826322,0.224928,0.390163,9.460003,unid,ad4che
0.068562,0.82518,0.888369,2.985811,0.439251,1.15503,15.674488,unid,apollo
0.096458,0.144106,1.047556,1.065808,0.429,0.622859,10.293665,unid,argoverse
0.004931,0.026761,0.254532,0.425244,0.132844,0.211661,-1.611984,unid,av2
0.139718,0.335414,2.238851,3.406388,1.128771,1.847789,23.841805,unid,eth
0.022279,0.087826,0.442746,0.788269,0.222369,0.373171,4.571414,unid,exid
0.026645,0.097769,0.518301,0.826005,0.301531,0.438616,7.212153,unid,highd
0.129961,0.275298,1.831423,2.708963,0.912317,1.49196,19.597681,unid,hotel
0.09319,0.186046,0.844766,1.316323,0.410407,0.655936,7.486628,unid,i80
0.017354,0.199017,0.450948,1.159108,0.166474,0.408753,11.130654,unid,ind
0.149482,0.75939,1.441,2.557,0.694403,1.235767,21.513876,unid,interact
0.00856,0.048951,0.287713,0.520233,0.143803,0.240706,0.687876,unid,lyft
0.012513,0.058451,0.325523,0.562223,0.160201,0.266073,1.20004,unid,nuscenes
0.046533,0.114517,0.503422,1.067128,0.198917,0.418741,3.528127,unid,opendd
0.019401,0.100162,0.397397,0.830835,0.164373,0.335651,4.16706,unid,round
0.0125,0.054066,0.304061,0.579173,0.148753,0.258174,0.475036,unid,sind
0.001229,0.012916,0.145677,0.256451,0.062736,0.115804,-3.21897,unid,unid
0.126562,0.216693,1.665245,2.526088,0.817394,1.429449,16.702562,unid,univ
0.077538,0.168971,0.751503,1.210427,0.340833,0.579064,7.380631,unid,us101
0.106949,0.875358,0.997671,3.878097,0.498364,1.558967,18.759336,unid,vod
0.017425,0.061238,0.637455,0.86264,0.408514,0.530073,5.510123,unid,waymo
0.134272,0.330426,1.74386,2.673736,0.87451,1.461332,19.802774,unid,zara1
0.145016,0.372196,2.081601,3.149082,0.994255,1.708586,20.881687,unid,zara2
0.77548,0.837888,12.77975,24.844555,5.954744,10.753328,129.960587,univ,a43
0.029542,0.228951,0.64304,1.110661,0.30741,0.522584,20.023209,univ,ad4che
0.065731,0.850812,0.92774,2.52916,0.473703,1.056705,11.660984,univ,apollo
0.027696,0.21935,0.598484,1.089851,0.254978,0.497363,9.762396,univ,argoverse
0.004801,0.025111,0.28991,0.501664,0.155251,0.244645,10.600338,univ,av2
0.001108,0.021787,0.255715,0.395363,0.134869,0.205816,1.269495,univ,eth
0.617061,0.851551,2.093278,3.222142,1.117228,1.702553,61.302898,univ,exid
0.190547,0.431684,1.280052,2.003026,0.698403,1.05673,34.213696,univ,highd
0.001108,0.022895,0.251562,0.393331,0.131629,0.202821,2.367309,univ,hotel
0.104505,0.144387,0.814899,1.196812,0.411846,0.632459,13.116292,univ,i80
0.042836,0.128508,0.65096,0.923096,0.360658,0.517054,14.566173,univ,ind
0.049483,0.952733,0.85065,3.250977,0.36836,1.237316,16.356514,univ,interact
0.013294,0.058346,0.391164,0.611793,0.1928,0.315814,3.901067,univ,lyft
0.054284,0.23966,0.750633,1.19847,0.40566,0.618088,20.202728,univ,nuscenes
0.007386,0.047637,0.319361,0.509959,0.169452,0.259419,4.396489,univ,opendd
0.011817,0.061669,0.459897,0.763083,0.252851,0.396171,11.61008,univ,round
0.00517,0.025111,0.341475,0.47901,0.188225,0.271037,6.178123,univ,sind
0.039882,0.1839,0.799423,1.21983,0.388052,0.624689,19.947323,univ,unid
0.005539,0.022526,0.272392,0.404118,0.144317,0.217529,1.560677,univ,univ
0.077917,0.203102,0.871872,1.461907,0.430048,0.694064,20.54283,univ,us101
0.033604,0.972304,0.736114,3.455535,0.367289,1.332253,15.56457,univ,vod
0.042467,0.08678,0.58828,0.791618,0.386116,0.495517,6.197823,univ,waymo
0.003323,0.019572,0.257992,0.389629,0.135012,0.206091,0.9607,univ,zara1
0.002585,0.022526,0.254298,0.396979,0.136605,0.206667,1.397028,univ,zara2
0.510771,0.653843,2.589932,4.692155,1.163696,2.149691,32.864445,us101,a43
0.510106,0.623472,2.493409,3.880595,1.2151,1.997082,27.10743,us101,ad4che
0.607502,0.95404,3.460557,12.268388,1.861566,4.687885,37.994751,us101,apollo
0.838656,0.77312,5.583045,4.984177,2.441429,3.19282,21.07571,us101,argoverse
0.109216,0.178616,1.008819,1.376379,0.552278,0.797291,4.681587,us101,av2
0.967695,0.977296,25.264442,42.047775,12.910415,21.086851,202.782547,us101,eth
0.512626,0.650839,2.615755,4.782302,1.12992,2.14525,21.249121,us101,exid
0.455818,0.542118,2.213304,3.363815,1.039762,1.741154,14.70314,us101,highd
0.960912,0.969466,21.688042,35.891933,11.022994,17.914221,105.905029,us101,hotel
0.139078,0.168845,1.091611,1.351207,0.575501,0.806739,4.923326,us101,i80
0.331597,0.605317,1.861283,3.779258,0.866833,1.588038,13.294114,us101,ind
0.841522,0.945443,4.366464,10.560085,1.787971,4.353772,56.604424,us101,interact
0.082549,0.133865,0.937339,1.250618,0.525354,0.741331,5.654498,us101,lyft
0.202186,0.342328,1.391986,2.302043,0.71735,1.143692,7.974382,us101,nuscenes
0.702387,0.794703,6.586815,13.521913,2.626184,5.551713,35.956459,us101,opendd
0.732674,0.893379,3.835658,10.458145,1.545939,3.768604,29.109802,us101,round
0.633674,0.800479,4.230153,11.537905,1.525892,3.996542,27.262152,us101,sind
0.430371,0.584105,3.842143,6.335055,2.005946,3.118668,20.878414,us101,unid
0.964439,0.978363,21.829247,36.759319,11.00014,18.264475,136.671494,us101,univ
0.042026,0.054645,0.742734,0.821375,0.403604,0.549173,2.172175,us101,us101
0.856683,0.971279,6.099494,16.022274,2.620648,6.270481,49.658314,us101,vod
0.342056,0.434026,1.766028,2.655565,1.229835,1.579776,10.590014,us101,waymo
0.959851,0.970636,21.230524,34.895554,10.926961,17.614452,128.712784,us101,zara1
0.970555,0.985224,24.033522,39.849072,11.989614,19.917156,149.964966,us101,zara2
0.76946,0.76946,26.708477,26.708477,13.347516,13.347516,192.048538,vod,a43
0.260484,0.260484,1.545757,1.545757,0.841552,0.841552,25.786091,vod,ad4che
0.144548,0.144548,1.054487,1.054487,0.581468,0.581468,10.545734,vod,apollo
0.102297,0.102297,0.867486,0.867486,0.431685,0.431685,9.409545,vod,argoverse
0.071255,0.071255,0.758935,0.758935,0.549705,0.549705,12.596153,vod,av2
0.253116,0.253116,2.123489,2.123489,1.154703,1.154703,26.980804,vod,eth
0.577487,0.577487,2.783724,2.783724,1.309195,1.309195,52.680237,vod,exid
0.123775,0.123775,0.866789,0.866789,0.500277,0.500277,17.040569,vod,highd
0.254292,0.254292,1.689833,1.689833,0.921956,0.921956,18.319517,vod,hotel
0.134279,0.134279,0.988237,0.988237,0.562824,0.562824,12.471548,vod,i80
0.218155,0.218155,1.418767,1.418767,0.76451,0.76451,22.296377,vod,ind
0.252881,0.252881,1.532859,1.532859,0.824927,0.824927,14.874262,vod,interact
0.039351,0.039351,0.491729,0.491729,0.314767,0.314767,5.339855,vod,lyft
0.03308,0.03308,0.503892,0.503892,0.342902,0.342902,5.47406,vod,nuscenes
0.152465,0.152465,1.057074,1.057074,0.552038,0.552038,12.047159,vod,opendd
0.240025,0.240025,1.390097,1.390097,0.798187,0.798187,21.483356,vod,round
0.115701,0.115701,0.94033,0.94033,0.54968,0.54968,10.912565,vod,sind
0.245591,0.245591,1.497362,1.497362,0.791265,0.791265,27.205837,vod,unid
0.230227,0.230227,1.478607,1.478607,0.803235,0.803235,15.669095,vod,univ
0.16438,0.16438,1.050655,1.050655,0.578488,0.578488,14.978376,vod,us101
0.030963,0.030963,0.405188,0.405188,0.275943,0.275943,4.52529,vod,vod
0.052363,0.052363,0.583884,0.583884,0.360734,0.360734,6.83063,vod,waymo
0.248256,0.248256,1.616385,1.616385,0.8848,0.8848,15.819592,vod,zara1
0.269577,0.269577,1.921312,1.921312,0.990476,0.990476,19.559368,vod,zara2
0.715504,0.821918,10.050305,29.09992,6.609154,12.826443,128.15332,waymo,a43
0.2038,0.298093,4.833028,7.441764,4.329371,5.228302,51.842678,waymo,ad4che
0.298723,0.772342,5.521674,12.021705,4.672698,6.895713,46.0042,waymo,apollo
0.246598,0.304633,1.632167,5.137899,0.925982,2.210464,24.359379,waymo,argoverse
0.17175,0.269298,4.247382,5.248849,4.07634,4.441031,18.635607,waymo,av2
0.333756,0.401088,9.263583,16.080782,6.686302,9.822928,88.907532,waymo,eth
0.247687,0.384075,5.115023,8.8091,4.455148,5.723487,38.016293,waymo,exid
0.202645,0.310387,4.828988,7.393983,4.347226,5.258965,44.256035,waymo,highd
0.331194,0.399504,8.475557,14.628677,6.254889,9.004404,70.98011,waymo,hotel
0.233799,0.330489,5.000451,7.563459,4.414769,5.351205,31.934408,waymo,i80
0.201161,0.31743,4.54243,6.395016,4.206848,4.865989,25.172825,waymo,ind
0.430967,0.7013,5.789268,10.549474,4.623823,6.413992,47.542313,waymo,interact
0.144263,0.242761,1.052544,2.372267,0.829571,1.331593,7.679857,waymo,lyft
0.211796,0.29619,4.714747,6.532245,4.299601,4.964298,25.093048,waymo,nuscenes
0.277523,0.334598,5.767785,10.002691,4.686285,6.313181,44.55611,waymo,opendd
0.283725,0.356262,5.571678,9.966182,4.63189,6.223485,37.092388,waymo,round
0.210537,0.297068,4.820814,6.887915,4.355158,5.112468,24.832426,waymo,sind
0.234617,0.332468,5.51616,8.679539,4.714606,5.906611,43.177059,waymo,unid
0.331536,0.405717,8.558123,14.951605,6.292939,9.128337,67.571465,waymo,univ
0.217296,0.345561,4.928949,7.624605,4.380915,5.314315,36.203224,waymo,us101
0.303493,0.819033,5.783481,13.664902,4.731222,7.566529,45.812271,waymo,vod
0.039585,0.128573,0.356657,0.835411,0.183554,0.412147,-2.560674,waymo,waymo
0.32956,0.403982,8.374439,14.619966,6.231269,8.947597,70.626541,waymo,zara1
0.33698,0.41436,8.970366,15.89091,6.464224,9.571788,81.094772,waymo,zara2
0.7966,0.868699,12.043915,24.695265,5.515089,10.339309,130.490829,zara1,a43
0.026182,0.198124,0.637699,1.102876,0.314327,0.521173,21.419653,zara1,ad4che
0.056272,0.791325,0.918814,2.489107,0.464553,1.047291,12.046824,zara1,apollo
0.021493,0.163345,0.588865,1.014901,0.258532,0.47493,9.83081,zara1,argoverse
0.005471,0.036538,0.350427,0.605626,0.186583,0.29577,11.28392,zara1,av2
0.003908,0.025596,0.301031,0.478911,0.154202,0.242354,2.620006,zara1,eth
0.442165,0.682884,1.810127,2.730101,0.975552,1.468729,52.991718,zara1,exid
0.175655,0.475576,1.343348,2.076988,0.695001,1.090275,31.291595,zara1,highd
0.003517,0.023056,0.294718,0.472358,0.150484,0.237703,3.193855,zara1,hotel
0.139117,0.174091,0.944148,1.215043,0.464221,0.693769,13.135451,zara1,i80
0.033411,0.12075,0.656853,0.955588,0.348323,0.515892,16.061239,zara1,ind
0.05002,0.924189,0.851475,3.13419,0.364904,1.194329,16.222898,zara1,interact
0.013091,0.071317,0.440524,0.711077,0.214751,0.356508,5.533672,zara1,lyft
0.051583,0.204572,0.730803,1.199102,0.391489,0.60609,18.897135,zara1,nuscenes
0.007229,0.057054,0.390861,0.653975,0.207034,0.324512,6.207647,zara1,opendd
0.011723,0.07034,0.506957,0.833474,0.280007,0.433261,12.740907,zara1,round
0.004689,0.029504,0.416983,0.591696,0.225778,0.329923,7.085934,zara1,sind
0.042986,0.167448,0.810545,1.184627,0.407813,0.631594,18.606133,zara1,unid
0.005275,0.02247,0.328964,0.511381,0.168697,0.262653,3.164417,zara1,univ
0.079719,0.190504,0.889401,1.356849,0.437944,0.685872,19.827494,zara1,us101
0.024619,0.936108,0.767881,3.304269,0.381142,1.304861,15.194768,zara1,vod
0.029308,0.073466,0.57495,0.820273,0.352419,0.4793,6.754348,zara1,waymo
0.004885,0.02286,0.298067,0.470003,0.152489,0.239727,2.421715,zara1,zara1
0.004103,0.021493,0.294983,0.473593,0.153732,0.239517,2.605681,zara1,zara2
0.764438,0.854301,10.442114,22.062489,4.774676,9.09653,123.109863,zara2,a43
0.029715,0.204889,0.687241,1.179225,0.344844,0.561423,22.852682,zara2,ad4che
0.053918,0.773784,0.978565,2.509007,0.493076,1.071607,12.201255,zara2,apollo
0.023005,0.179248,0.650403,1.116886,0.286006,0.525206,10.102318,zara2,argoverse
0.00647,0.040738,0.384099,0.671776,0.205097,0.326113,12.275699,zara2,av2
0.004313,0.027558,0.32765,0.525455,0.168296,0.264738,3.307913,zara2,eth
0.377906,0.641505,1.724858,2.60803,0.920598,1.397984,48.983746,zara2,exid
0.180206,0.492212,1.368052,2.140399,0.693937,1.108257,30.413746,zara2,highd
0.003834,0.024443,0.319968,0.520619,0.163486,0.259559,3.812028,zara2,hotel
0.142583,0.175413,1.004255,1.227166,0.490526,0.72573,12.861357,zara2,i80
0.03307,0.128445,0.709279,1.028782,0.379236,0.558632,17.368574,zara2,ind
0.054158,0.91469,0.882394,3.161625,0.38533,1.221977,16.130941,zara2,interact
0.014378,0.079559,0.483523,0.79245,0.235302,0.393006,6.638022,zara2,lyft
0.054397,0.233884,0.825418,1.352714,0.441879,0.684032,21.512356,zara2,nuscenes
0.006949,0.055835,0.415205,0.713009,0.220552,0.349384,6.712813,zara2,opendd
0.011503,0.075246,0.540631,0.875943,0.300415,0.4586,13.254234,zara2,round
0.004313,0.031153,0.459661,0.664306,0.248405,0.365561,7.512266,zara2,sind
0.046489,0.1445,0.812804,1.115185,0.428753,0.629193,16.551687,zara2,unid
0.005991,0.022526,0.356845,0.563605,0.182701,0.286658,3.809506,zara2,univ
0.08531,0.193386,0.957738,1.351823,0.469203,0.718148,20.146503,zara2,us101
0.023245,0.924515,0.798121,3.278393,0.394944,1.312978,15.276367,zara2,vod
0.030913,0.075485,0.62777,0.884898,0.387354,0.523088,7.555703,zara2,waymo
0.005991,0.024443,0.324688,0.515557,0.166686,0.262235,3.092715,zara2,zara1
0.005032,0.022765,0.322641,0.515938,0.167704,0.261824,3.149689,zara2,zara2
